,critic_name,critic_org,critic_cn,movie_name,director,movie_year
1472,Eric Sasono,Freelance film critic,(Indonesia),3. The Gleaners and I,"Agnès Varda,",2000
1473,Eric Sasono,Freelance film critic,(Indonesia),4. The Great Beauty,"Paolo Sorrentino,",2013
1474,Eric Sasono,Freelance film critic,(Indonesia),5. The Act of Killing,"Joshua Oppenheimer,",2012
1475,Eric Sasono,Freelance film critic,(Indonesia),"6. Norte, the End of History","Lav Diaz,",2013
1476,Eric Sasono,Freelance film critic,(Indonesia),7. Caché,"Michael Haneke,",2005
1477,Eric Sasono,Freelance film critic,(Indonesia),8. Nostalgia for the Light,"Patricio Guzmán,",2010
1478,Eric Sasono,Freelance film critic,(Indonesia),9. Spirited Away,"Hayao Miyazaki,",2001
1479,Eric Sasono,Freelance film critic,(Indonesia),10. A Separation,"Asghar Farhadi,",2011
1480,Nick Schager,Variety,(US),1. The New World,"Terrence Malick,",2005
1481,Nick Schager,Variety,(US),2. Mulholland Drive,"David Lynch,",2001
1482,Nick Schager,Variety,(US),3. Zodiac,"David Fincher,",2007
1483,Nick Schager,Variety,(US),4. There Will Be Blood,"Paul Thomas Anderson,",2007
1484,Nick Schager,Variety,(US),5. In the Mood for Love,"Wong Kar-wai,",2000
1485,Nick Schager,Variety,(US),6. Three Times,"Hou Hsiao-hsien,",2005
1486,Nick Schager,Variety,(US),7. The Tree of Life,"Terrence Malick,",2011
1487,Nick Schager,Variety,(US),8. The Act of Killing,"Joshua Oppenheimer,",2012
1488,Nick Schager,Variety,(US),"9. Synecdoche, New York","Charlie Kaufman,",2008
1489,Nick Schager,Variety,(US),10. Pulse,"Kiyoshi Kurosawa,",2001
1490,Missy Schwartz,Freelance film critic,(US),1. In the Mood for Love,"Wong Kar-wai,",2000
1491,Missy Schwartz,Freelance film critic,(US),2. Zero Dark Thirty,"Kathryn Bigelow,",2012
1492,Missy Schwartz,Freelance film critic,(US),3. Inside Out,"Pete Docter,",2015
1493,Missy Schwartz,Freelance film critic,(US),4. Brokeback Mountain,"Ang Lee,",2005
1494,Missy Schwartz,Freelance film critic,(US),5. The Departed,"Martin Scorsese,",2006
1495,Missy Schwartz,Freelance film critic,(US),6. 12 Years a Slave,"Steve McQueen,",2013
1496,Missy Schwartz,Freelance film critic,(US),7. Talk to Her,"Pedro Almodóvar,",2002
1497,Missy Schwartz,Freelance film critic,(US),"8. Crouching Tiger, Hidden Dragon","Ang Lee,",2000
1498,Missy Schwartz,Freelance film critic,(US),9. No Country For Old Men,"Joel and Ethan Coen,",2007
1499,Missy Schwartz,Freelance film critic,(US),10. Beginners,"Mike Mills,",2010
1500,Matt Zoller Seitz,New York Magazine,(US),1. Gett: The Trial of Viviane Amselem,"Ronit Elkabetz,",2014
1500,Matt Zoller Seitz,New York Magazine,(US),1. Gett: The Trial of Viviane Amselem,"Shlomi Elkabetz,",2014
1501,Matt Zoller Seitz,New York Magazine,(US),2. The Act of Killing,"Joshua Oppenheimer,",2012
1502,Matt Zoller Seitz,New York Magazine,(US),3. The Look of Silence,"Joshua Oppenheimer,",2014
1503,Matt Zoller Seitz,New York Magazine,(US),4. The Tree of Life,"Terrence Malick,",2011
1504,Matt Zoller Seitz,New York Magazine,(US),5. Knight of Cups,"Terrence Malick,",2015
1505,Matt Zoller Seitz,New York Magazine,(US),6. Inherent Vice,"Paul Thomas Anderson,",2014
1506,Matt Zoller Seitz,New York Magazine,(US),7. The Grand Budapest Hotel,"Wes Anderson,",2014
1507,Matt Zoller Seitz,New York Magazine,(US),8. A Separation,"Asghar Farhadi,",2011
1508,Matt Zoller Seitz,New York Magazine,(US),9. Godzilla,"Gareth Edwards,",2014
1509,Matt Zoller Seitz,New York Magazine,(US),10. Under the Skin,"Jonathan Glazer,",2013
1510,Avner Shavit,Walla,(Israel),1. No,"Pablo Larraín,",2012
1511,Avner Shavit,Walla,(Israel),2. Persepolis,"Vincent Paronnaud,",2007
1511,Avner Shavit,Walla,(Israel),2. Persepolis,"Marjane Satrapi,",2007
1512,Avner Shavit,Walla,(Israel),3. Boyhood,"Richard Linklater,",2014
1513,Avner Shavit,Walla,(Israel),4. Mulholland Drive,"David Lynch,",2001
1514,Avner Shavit,Walla,(Israel),5. The Hurt Locker,"Kathryn Bigelow,",2008
1515,Avner Shavit,Walla,(Israel),6. Girlhood,"Céline Sciamma,",2014
1516,Avner Shavit,Walla,(Israel),7. Eden,"Mia Hansen-Løve,",2014
1517,Avner Shavit,Walla,(Israel),8. A Touch of Sin,"Jia Zhangke,",2013
1518,Avner Shavit,Walla,(Israel),9. 24 Hour Party People,"Michael Winterbottom,",2002
1519,Avner Shavit,Walla,(Israel),10. Toni Erdmann,"Maren Ade,",2016
1520,Catherine Shoard,The Guardian,(UK),1. There Will Be Blood,"Paul Thomas Anderson,",2007
1521,Catherine Shoard,The Guardian,(UK),2. 12 Years a Slave,"Steve McQueen,",2013
1522,Catherine Shoard,The Guardian,(UK),3. Under the Skin,"Jonathan Glazer,",2013
1523,Catherine Shoard,The Guardian,(UK),4. Leviathan,"Andrey Zvyagintsev,",2014
1524,Catherine Shoard,The Guardian,(UK),5. The Great Beauty,"Paolo Sorrentino,",2013
1525,Catherine Shoard,The Guardian,(UK),6. Nebraska,"Alexander Payne,",2013
1526,Catherine Shoard,The Guardian,(UK),7. Before Sunset,"Richard Linklater,",2004
1527,Catherine Shoard,The Guardian,(UK),8. Team America: World Police,"Trey Parker,",2004
1528,Catherine Shoard,The Guardian,(UK),9. Dogville,"Lars von Trier,",2003
1529,Catherine Shoard,The Guardian,(UK),10. Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"Larry Charles,",2006
1530,Yael Shuv,Time Out Tel Aviv,(Israel),1. Yi Yi: A One and a Two,"Edward Yang,",2000
1531,Yael Shuv,Time Out Tel Aviv,(Israel),2. Spirited Away,"Hayao Miyazaki,",2001
1532,Yael Shuv,Time Out Tel Aviv,(Israel),3. Margaret,"Kenneth Lonergan,",2011
1533,Yael Shuv,Time Out Tel Aviv,(Israel),4. There Will Be Blood,"Paul Thomas Anderson,",2007
1534,Yael Shuv,Time Out Tel Aviv,(Israel),5. The Grand Budapest Hotel,"Wes Anderson,",2014
1535,Yael Shuv,Time Out Tel Aviv,(Israel),6. Still Walking,"Hirokazu Koreeda,",2008
1536,Yael Shuv,Time Out Tel Aviv,(Israel),7. Moolaadé,"Ousmane Sembène,",2004
1537,Yael Shuv,Time Out Tel Aviv,(Israel),8. Memento,"Christopher Nolan,",2000
1538,Yael Shuv,Time Out Tel Aviv,(Israel),9. Oldboy,"Park Chan-wook,",2003
1539,Yael Shuv,Time Out Tel Aviv,(Israel),"10. Crouching Tiger, Hidden Dragon","Ang Lee,",2000
1540,Matt Singer,ScreenCrush,(US),1. Boyhood,"Richard Linklater,",2014
1541,Matt Singer,ScreenCrush,(US),2. Holy Motors,"Leos Carax,",2012
1542,Matt Singer,ScreenCrush,(US),3. Mulholland Drive,"David Lynch,",2001
1543,Matt Singer,ScreenCrush,(US),4. Memento,"Christopher Nolan,",2000
1544,Matt Singer,ScreenCrush,(US),5. The Master,"Paul Thomas Anderson,",2012
1545,Matt Singer,ScreenCrush,(US),6. Inside Llewyn Davis,"Joel and Ethan Coen,",2013
1546,Matt Singer,ScreenCrush,(US),7. The Diving Bell and the Butterfly,"Julian Schnabel,",2007
1547,Matt Singer,ScreenCrush,(US),8. My Winnipeg,"Guy Maddin,",2007
1548,Matt Singer,ScreenCrush,(US),9. Inside Out,"Pete Docter,",2015
1549,Matt Singer,ScreenCrush,(US),10. Step Brothers,"Adam McKay,",2008
1550,Justine A Smith,Freelance film critic,(Canada),1. Bright Star,"Jane Campion,",2009
1551,Justine A Smith,Freelance film critic,(Canada),2. Mad Max: Fury Road,"George Miller,",2015
1552,Justine A Smith,Freelance film critic,(Canada),3. Caché,"Michael Haneke,",2005
1553,Justine A Smith,Freelance film critic,(Canada),4. Zodiac,"David Fincher,",2007
1554,Justine A Smith,Freelance film critic,(Canada),5. Mr Turner,"Mike Leigh,",2014
1555,Justine A Smith,Freelance film critic,(Canada),6. Amour,"Michael Haneke,",2012
1556,Justine A Smith,Freelance film critic,(Canada),7. The Master,"Paul Thomas Anderson,",2012
1557,Justine A Smith,Freelance film critic,(Canada),8. Only Lovers Left Alive,"Jim Jarmusch,",2013
1558,Justine A Smith,Freelance film critic,(Canada),9. Inside Llewyn Davis,"Joel and Ethan Coen,",2013
1559,Justine A Smith,Freelance film critic,(Canada),10. Tabu,"Miguel Gomes,",2012
1560,Eric D Snider,Freelance film critic,(US),1. Memento,"Christopher Nolan,",2000
1561,Eric D Snider,Freelance film critic,(US),2. Requiem for a Dream,"Darren Aronofsky,",2000
1562,Eric D Snider,Freelance film critic,(US),3. The Lord of the Rings: The Return of the King,"Peter Jackson,",2003
1563,Eric D Snider,Freelance film critic,(US),4. Drive,"Nicolas Winding Refn,",2011
1564,Eric D Snider,Freelance film critic,(US),5. Holy Motors,"Leos Carax,",2012
1565,Eric D Snider,Freelance film critic,(US),6. Mad Max: Fury Road,"George Miller,",2015
1566,Eric D Snider,Freelance film critic,(US),7. Kill List,"Ben Wheatley,",2011
1567,Eric D Snider,Freelance film critic,(US),8. Toy Story 3,"Lee Unkrich,",2010
1568,Eric D Snider,Freelance film critic,(US),9. Kiss Kiss Bang Bang,"Shane Black,",2005
1569,Eric D Snider,Freelance film critic,(US),10. Inside Llewyn Davis,"Joel and Ethan Coen,",2013
1570,Soh Jae Yong,Seoul Institute of the Arts,(South Korea),1. Mulholland Drive,"David Lynch,",2001
1571,Soh Jae Yong,Seoul Institute of the Arts,(South Korea),2. No Country For Old Men,"Joel and Ethan Coen,",2007
1572,Soh Jae Yong,Seoul Institute of the Arts,(South Korea),3. Amélie,"Jean-Pierre Jeunet,",2001
1573,Soh Jae Yong,Seoul Institute of the Arts,(South Korea),4. Memento,"Christopher Nolan,",2000
1574,Soh Jae Yong,Seoul Institute of the Arts,(South Korea),5. In the Mood for Love,"Wong Kar-wai,",2000
1575,Soh Jae Yong,Seoul Institute of the Arts,(South Korea),6. Talk to Her,"Pedro Almodóvar,",2002
1576,Soh Jae Yong,Seoul Institute of the Arts,(South Korea),7. Memories of Murder,"Bong Joon-ho,",2003
1577,Soh Jae Yong,Seoul Institute of the Arts,(South Korea),8. WALL-E,"Andrew Stanton,",2008
1578,Soh Jae Yong,Seoul Institute of the Arts,(South Korea),9. Bowling for Columbine,"Michael Moore,",2002
1579,Soh Jae Yong,Seoul Institute of the Arts,(South Korea),10. Children of Men,"Alfonso Cuarón,",2006
1580,Fernanda Solórzano,Letras Libres Magazine,(Mexico),1. Mulholland Drive,"David Lynch,",2001
1581,Fernanda Solórzano,Letras Libres Magazine,(Mexico),2. Son of Saul,"László Nemes,",2015
1582,Fernanda Solórzano,Letras Libres Magazine,(Mexico),3. Ida,"Paweł Pawlikowski,",2013
1583,Fernanda Solórzano,Letras Libres Magazine,(Mexico),4. Eternal Sunshine of the Spotless Mind,"Michel Gondry,",2004
1584,Fernanda Solórzano,Letras Libres Magazine,(Mexico),5. The White Ribbon,"Michael Haneke,",2009
1585,Fernanda Solórzano,Letras Libres Magazine,(Mexico),6. Still Walking,"Hirokazu Koreeda,",2008
1586,Fernanda Solórzano,Letras Libres Magazine,(Mexico),7. The Act of Killing,"Joshua Oppenheimer,",2012
1587,Fernanda Solórzano,Letras Libres Magazine,(Mexico),8. Dogville,"Lars von Trier,",2003
1588,Fernanda Solórzano,Letras Libres Magazine,(Mexico),9. Birdman,"Alejandro González Iñárritu,",2014
1589,Fernanda Solórzano,Letras Libres Magazine,(Mexico),10. Grizzly Man,"Werner Herzog,",2005
1590,David Stratton,The Australian,(Australia),1. Amour,"Michael Haneke,",2012
1591,David Stratton,The Australian,(Australia),2. Distant,"Nuri Bilge Ceylan,",2002
1592,David Stratton,The Australian,(Australia),3. A Separation,"Asghar Farhadi,",2011
1593,David Stratton,The Australian,(Australia),4. Samson & Delilah,"Warwick Thornton,",2009
1594,David Stratton,The Australian,(Australia),5. Leviathan,"Andrey Zvyagintsev,",2014
1595,David Stratton,The Australian,(Australia),6. Still Walking,"Hirokazu Koreeda,",2008
1596,David Stratton,The Australian,(Australia),7. Talk to Her,"Pedro Almodóvar,",2002
1597,David Stratton,The Australian,(Australia),8. Million Dollar Baby,"Clint Eastwood,",2004
1598,David Stratton,The Australian,(Australia),9. No Country For Old Men,"Joel and Ethan Coen,",2007
1599,David Stratton,The Australian,(Australia),10. The Man Without A Past,"Aki Kaurismäki,",2002
1600,Cédric Succivalli,International Cinephile Society,(Italy),1. Mysteries of Lisbon,"Raoul Ruiz,",2010
1601,Cédric Succivalli,International Cinephile Society,(Italy),2. Margaret,"Kenneth Lonergan,",2011
1602,Cédric Succivalli,International Cinephile Society,(Italy),3. The New World,"Terrence Malick,",2005
1603,Cédric Succivalli,International Cinephile Society,(Italy),4. Secret Things,"Jean-Claude Brisseau,",2002
1604,Cédric Succivalli,International Cinephile Society,(Italy),5. La Ciénaga,"Lucrecia Martel,",2001
1605,Cédric Succivalli,International Cinephile Society,(Italy),6. Toni Erdmann,"Maren Ade,",2016
1606,Cédric Succivalli,International Cinephile Society,(Italy),7. In the Family,"Patrick Wang,",2011
1607,Cédric Succivalli,International Cinephile Society,(Italy),8. Tabu,"Miguel Gomes,",2012
1608,Cédric Succivalli,International Cinephile Society,(Italy),9. Gerry,"Gus Van Sant,",2002
1609,Cédric Succivalli,International Cinephile Society,(Italy),10. Tropical Malady,"Apichatpong Weerasethakul,",2004
1610,Alin Tasciyan,Star,(Turkey),1. The Turin Horse,"Béla Tarr,",2011
1610,Alin Tasciyan,Star,(Turkey),1. The Turin Horse,"Ágnes Hranitzky,",2011
1611,Alin Tasciyan,Star,(Turkey),2. The Return,"Andrey Zvyagintsev,",2003
1612,Alin Tasciyan,Star,(Turkey),3. The White Ribbon,"Michael Haneke,",2009
1613,Alin Tasciyan,Star,(Turkey),4. In the Mood for Love,"Wong Kar-wai,",2000
1614,Alin Tasciyan,Star,(Turkey),5. Songs from the Second Floor,"Roy Andersson,",2000
1615,Alin Tasciyan,Star,(Turkey),6. Journey to the West,"Tsai Ming-liang,",2014
1616,Alin Tasciyan,Star,(Turkey),7. The 3 Rooms of Melancholia,"Pirjo Honkasalo,",2004
1617,Alin Tasciyan,Star,(Turkey),8. The Gleaners and I,"Agnès Varda,",2000
1618,Alin Tasciyan,Star,(Turkey),9. Spirited Away,"Hayao Miyazaki,",2001
1619,Alin Tasciyan,Star,(Turkey),10. Japon,"Carlos Reygadas,",2002
1620,Charles Taylor,The Yale Review,(US),1. Blue Is the Warmest Color,"Abdellatif Kechiche,",2013
1621,Charles Taylor,The Yale Review,(US),2. Only Lovers Left Alive,"Jim Jarmusch,",2013
1622,Charles Taylor,The Yale Review,(US),3. Mulholland Drive,"David Lynch,",2001
1623,Charles Taylor,The Yale Review,(US),4. Somewhere,"Sofia Coppola,",2010
1624,Charles Taylor,The Yale Review,(US),5. 25th Hour,"Spike Lee,",2002
1625,Charles Taylor,The Yale Review,(US),6. Inglourious Basterds,"Quentin Tarantino,",2009
1626,Charles Taylor,The Yale Review,(US),7. The Artist,"Michel Hazanavicius,",2011
1627,Charles Taylor,The Yale Review,(US),8. Phoenix,"Christian Petzold,",2014
1628,Charles Taylor,The Yale Review,(US),9. Femme Fatale,"Brian De Palma,",2002
1629,Charles Taylor,The Yale Review,(US),10. Fantastic Mr Fox,"Wes Anderson,",2009
1630,Ella Taylor,NPR.org,(US),1. Neighboring Sounds,"Kleber Mendonça Filho,",2012
1631,Ella Taylor,NPR.org,(US),2. The Master,"Paul Thomas Anderson,",2012
1632,Ella Taylor,NPR.org,(US),3. The Band’s Visit,"Eran Kolirin,",2007
1633,Ella Taylor,NPR.org,(US),4. Time Out,"Laurent Cantet,",2001
1634,Ella Taylor,NPR.org,(US),5. Margaret,"Kenneth Lonergan,",2011
1635,Ella Taylor,NPR.org,(US),6. Ratatouille,"Jan Pinkava,",2007
1635,Ella Taylor,NPR.org,(US),6. Ratatouille,"Brad Bird,",2007
1636,Ella Taylor,NPR.org,(US),7. Burning Bush,"Agnieszka Holland,",2013
1637,Ella Taylor,NPR.org,(US),"8. 4 Months, 3 Weeks & 2 Days","Cristian Mungiu,",2007
1638,Ella Taylor,NPR.org,(US),9. Leviathan,"Andrey Zvyagintsev,",2014
1639,Ella Taylor,NPR.org,(US),10. Barbara,"Christian Petzold,",2012
1640,Stephen Teo,Nanyang Techological University,(Singapore),1. The Assassin,"Hou Hsiao-hsien,",2015
1641,Stephen Teo,Nanyang Techological University,(Singapore),2. The Grand Budapest Hotel,"Wes Anderson,",2014
1642,Stephen Teo,Nanyang Techological University,(Singapore),3. Inception,"Christopher Nolan,",2010
1643,Stephen Teo,Nanyang Techological University,(Singapore),4. Uncle Boonmee Who Can Recall His Past Lives,"Apichatpong Weerasethakul,",2010
1644,Stephen Teo,Nanyang Techological University,(Singapore),5. The Act of Killing,"Joshua Oppenheimer,",2012
1645,Stephen Teo,Nanyang Techological University,(Singapore),6. No Country For Old Men,"Joel and Ethan Coen,",2007
1646,Stephen Teo,Nanyang Techological University,(Singapore),7. A Tale of Two Sisters,"Kim Jee-woon,",2003
1647,Stephen Teo,Nanyang Techological University,(Singapore),8. Still Life,"Jia Zhangke,",2006
1648,Stephen Teo,Nanyang Techological University,(Singapore),9. Spirited Away,"Hayao Miyazaki,",2001
1649,Stephen Teo,Nanyang Techological University,(Singapore),10. In the Mood for Love,"Wong Kar-wai,",2000
1650,Kristin Thompson,University of Wisconsin-Madison,(US),1. Goodbye to Language,"Jean-Luc Godard,",2014
1651,Kristin Thompson,University of Wisconsin-Madison,(US),2. Russian Ark,"Aleksandr Sokurov,",2002
1652,Kristin Thompson,University of Wisconsin-Madison,(US),3. Holy Motors,"Leos Carax,",2012
1653,Kristin Thompson,University of Wisconsin-Madison,(US),4. In the Mood for Love,"Wong Kar-wai,",2000
1654,Kristin Thompson,University of Wisconsin-Madison,(US),5. Gravity,"Alfonso Cuarón,",2013
1655,Kristin Thompson,University of Wisconsin-Madison,(US),6. There Will Be Blood,"Paul Thomas Anderson,",2007
1656,Kristin Thompson,University of Wisconsin-Madison,(US),7. About Elly,"Asghar Farhadi,",2009
1657,Kristin Thompson,University of Wisconsin-Madison,(US),8. Moonrise Kingdom,"Wes Anderson,",2012
1658,Kristin Thompson,University of Wisconsin-Madison,(US),9. The Headless Woman,"Lucrecia Martel,",2008
1659,Kristin Thompson,University of Wisconsin-Madison,(US),10. Pan's Labyrinth,"Guillermo Del Toro,",2006
1660,Scott Tobias,Freelance film critic,(US),1. The Tree of Life,"Terrence Malick,",2011
1661,Scott Tobias,Freelance film critic,(US),2. Boyhood,"Richard Linklater,",2014
1662,Scott Tobias,Freelance film critic,(US),3. Zodiac,"David Fincher,",2007
1663,Scott Tobias,Freelance film critic,(US),4. Yi Yi: A One and a Two,"Edward Yang,",2000
1664,Scott Tobias,Freelance film critic,(US),5. Margaret,"Kenneth Lonergan,",2011
1665,Scott Tobias,Freelance film critic,(US),6. Meek's Cutoff,"Kelly Reichardt,",2010
1666,Scott Tobias,Freelance film critic,(US),7. 25th Hour,"Spike Lee,",2002
1667,Scott Tobias,Freelance film critic,(US),8. A Separation,"Asghar Farhadi,",2011
1668,Scott Tobias,Freelance film critic,(US),9. Certified Copy,"Abbas Kiarostami,",2010
1669,Scott Tobias,Freelance film critic,(US),10. There Will Be Blood,"Paul Thomas Anderson,",2007
1670,Peter Travers,Rolling Stone,(US),1. Mulholland Drive,"David Lynch,",2001
1671,Peter Travers,Rolling Stone,(US),2. There Will Be Blood,"Paul Thomas Anderson,",2007
1672,Peter Travers,Rolling Stone,(US),3. No Country For Old Men,"Joel and Ethan Coen,",2007
1673,Peter Travers,Rolling Stone,(US),4. The Social Network,"David Fincher,",2010
1674,Peter Travers,Rolling Stone,(US),5. Children of Men,"Alfonso Cuarón,",2006
1675,Peter Travers,Rolling Stone,(US),6. The Departed,"Martin Scorsese,",2006
1676,Peter Travers,Rolling Stone,(US),7. In the Mood for Love,"Wong Kar-wai,",2000
1677,Peter Travers,Rolling Stone,(US),8. 12 Years a Slave,"Steve McQueen,",2013
1678,Peter Travers,Rolling Stone,(US),9. Memento,"Christopher Nolan,",2000
1679,Peter Travers,Rolling Stone,(US),10. Manchester by the Sea,"Kenneth Lonergan,",2016
1680,Brian Truitt,USA Today,(US),1. The Dark Knight,"Christopher Nolan,",2008
1681,Brian Truitt,USA Today,(US),2. Mad Max: Fury Road,"George Miller,",2015
1682,Brian Truitt,USA Today,(US),3. Captain America: Winter Soldier,"Anthony and Joe Russo,",2014
1683,Brian Truitt,USA Today,(US),4. Star Wars: Episode VII – The Force Awakens,"J. J. Abrams,",2015
1684,Brian Truitt,USA Today,(US),5. Love Actually,"Richard Curtis,",2003
1685,Brian Truitt,USA Today,(US),6. Brick,"Rian Johnson,",2005
1686,Brian Truitt,USA Today,(US),7. Chicago,"Rob Marshall,",2002
1687,Brian Truitt,USA Today,(US),8. Tropic Thunder,"Ben Stiller,",2008
1688,Brian Truitt,USA Today,(US),9. High Fidelity,"Stephen Frears,",2000
1689,Brian Truitt,USA Today,(US),10. Silver Linings Playbook,"David O. Russell,",2012
1690,Rahul Verma,Freelance film critic,(UK),1. City of God,"Fernando Meirelles,",2002
1690,Rahul Verma,Freelance film critic,(UK),1. City of God,"Kátia Lund,",2002
1691,Rahul Verma,Freelance film critic,(UK),2. The Dark Knight,"Christopher Nolan,",2008
1692,Rahul Verma,Freelance film critic,(UK),3. Pan's Labyrinth,"Guillermo Del Toro,",2006
1693,Rahul Verma,Freelance film critic,(UK),4. The Lives of Others,"Florian Henckel von Donnersmarck,",2006
1694,Rahul Verma,Freelance film critic,(UK),5. Four Lions,"Christopher Morris,",2010
1695,Rahul Verma,Freelance film critic,(UK),6. Amores Perros,"Alejandro González Iñárritu,",2000
1696,Rahul Verma,Freelance film critic,(UK),7. Gangs of Wasseypur,"Anurag Kashyap,",2012
1697,Rahul Verma,Freelance film critic,(UK),8. District 9,"Neill Blomkamp,",2009
1698,Rahul Verma,Freelance film critic,(UK),9. Lagaan: Once Upon a Time in India,"Ashutosh Gowariker,",2001
1699,Rahul Verma,Freelance film critic,(UK),10. This Is England,"Shane Meadows,",2006
1700,Wen Tien,Taipei Golden Horse Film Festival,(Taiwan),1. Mulholland Drive,"David Lynch,",2001
1701,Wen Tien,Taipei Golden Horse Film Festival,(Taiwan),2. The Assassin,"Hou Hsiao-hsien,",2015
1702,Wen Tien,Taipei Golden Horse Film Festival,(Taiwan),3. A Separation,"Asghar Farhadi,",2011
1703,Wen Tien,Taipei Golden Horse Film Festival,(Taiwan),4. Moulin Rouge!,"Baz Luhrmann,",2001
1704,Wen Tien,Taipei Golden Horse Film Festival,(Taiwan),5. Tropical Malady,"Apichatpong Weerasethakul,",2004
1705,Wen Tien,Taipei Golden Horse Film Festival,(Taiwan),6. In the Mood for Love,"Wong Kar-wai,",2000
1706,Wen Tien,Taipei Golden Horse Film Festival,(Taiwan),7. Spirited Away,"Hayao Miyazaki,",2001
1707,Wen Tien,Taipei Golden Horse Film Festival,(Taiwan),"8. 4 Months, 3 Weeks & 2 Days","Cristian Mungiu,",2007
1708,Wen Tien,Taipei Golden Horse Film Festival,(Taiwan),9. Yi Yi: A One and a Two,"Edward Yang,",2000
1709,Wen Tien,Taipei Golden Horse Film Festival,(Taiwan),10. Bowling for Columbine,"Michael Moore,",2002
1710,Stephen Whitty,Freelance film critic,(US),1. Shame,"Steve McQueen,",2011
1711,Stephen Whitty,Freelance film critic,(US),2. There Will Be Blood,"Paul Thomas Anderson,",2007
1712,Stephen Whitty,Freelance film critic,(US),3. Pan's Labyrinth,"Guillermo Del Toro,",2006
1713,Stephen Whitty,Freelance film critic,(US),4. The Skin I Live In,"Pedro Almodóvar,",2011
1714,Stephen Whitty,Freelance film critic,(US),5. Boyhood,"Richard Linklater,",2014
1715,Stephen Whitty,Freelance film critic,(US),6. The Hurt Locker,"Kathryn Bigelow,",2008
1716,Stephen Whitty,Freelance film critic,(US),"7. 4 Months, 3 Weeks & 2 Days","Cristian Mungiu,",2007
1717,Stephen Whitty,Freelance film critic,(US),8. A Separation,"Asghar Farhadi,",2011
1718,Stephen Whitty,Freelance film critic,(US),9. The Royal Tenenbaums,"Wes Anderson,",2001
1719,Stephen Whitty,Freelance film critic,(US),10. No Country For Old Men,"Joel and Ethan Coen,",2007
1720,Alissa Wilkinson,Christianity Today,(US),1. No Country For Old Men,"Joel and Ethan Coen,",2007
1721,Alissa Wilkinson,Christianity Today,(US),2. There Will Be Blood,"Paul Thomas Anderson,",2007
1722,Alissa Wilkinson,Christianity Today,(US),3. WALL-E,"Andrew Stanton,",2008
1723,Alissa Wilkinson,Christianity Today,(US),4. Spotlight,"Tom McCarthy,",2015
1724,Alissa Wilkinson,Christianity Today,(US),5. Once,"John Carney,",2007
1725,Alissa Wilkinson,Christianity Today,(US),6. The Social Network,"David Fincher,",2010
1726,Alissa Wilkinson,Christianity Today,(US),7. The Act of Killing,"Joshua Oppenheimer,",2012
1727,Alissa Wilkinson,Christianity Today,(US),8. Mad Max: Fury Road,"George Miller,",2015
1728,Alissa Wilkinson,Christianity Today,(US),9. Selma,"Ava DuVernay,",2014
1729,Alissa Wilkinson,Christianity Today,(US),10. Yi Yi: A One and a Two,"Edward Yang,",2000
1730,Jake Wilson,Fairfax Media,(Australia),1. Like Someone In Love,"Abbas Kiarostami,",2012
1731,Jake Wilson,Fairfax Media,(Australia),2. AI: Artificial Intelligence,"Steven Spielberg,",2001
1732,Jake Wilson,Fairfax Media,(Australia),3. The Story of Marie and Julien,"Jacques Rivette,",2003
1733,Jake Wilson,Fairfax Media,(Australia),4. The Deep Blue Sea,"Terence Davies,",2011
1734,Jake Wilson,Fairfax Media,(Australia),5. Film socialisme,"Jean-Luc Godard,",2010
1735,Jake Wilson,Fairfax Media,(Australia),6. The Tree of Life,"Terrence Malick,",2011
1736,Jake Wilson,Fairfax Media,(Australia),7. Blissfully Yours,"Apichatpong Weerasethakul,",2002
1737,Jake Wilson,Fairfax Media,(Australia),8. Be Kind Rewind,"Michel Gondry,",2008
1738,Jake Wilson,Fairfax Media,(Australia),9. Frontier of Dawn,"Philippe Garrel,",2008
1739,Jake Wilson,Fairfax Media,(Australia),10. I Don't Want to Sleep Alone,"Tsai Ming-liang,",2006
1740,Stephanie Zacharek,Time Magazine,(US),1. Mulholland Drive,"David Lynch,",2001
1741,Stephanie Zacharek,Time Magazine,(US),2. Kings and Queen,"Arnaud Desplechin,",2004
1742,Stephanie Zacharek,Time Magazine,(US),3. Yi Yi: A One and a Two,"Edward Yang,",2000
1743,Stephanie Zacharek,Time Magazine,(US),4. Oldboy,"Park Chan-wook,",2003
1744,Stephanie Zacharek,Time Magazine,(US),5. Antichrist,"Lars von Trier,",2009
1745,Stephanie Zacharek,Time Magazine,(US),6. Children of Men,"Alfonso Cuarón,",2006
1746,Stephanie Zacharek,Time Magazine,(US),7. Lost in Translation,"Sofia Coppola,",2003
1747,Stephanie Zacharek,Time Magazine,(US),8. Femme Fatale,"Brian De Palma,",2002
1748,Stephanie Zacharek,Time Magazine,(US),9. Casino Royale,"Martin Campbell,",2006
1749,Stephanie Zacharek,Time Magazine,(US),10. Blue Is the Warmest Color,"Abdellatif Kechiche,",2013
1750,Chadi Zeneddine,Doha Film Institute,(Qatar),1. In the Mood for Love,"Wong Kar-wai,",2000
1751,Chadi Zeneddine,Doha Film Institute,(Qatar),2. The Tree of Life,"Terrence Malick,",2011
1752,Chadi Zeneddine,Doha Film Institute,(Qatar),3. A Prophet,"Jacques Audiard,",2009
